吉林省中东健康万家医药连锁有限公司开工店,地址：吉林省长春市朝阳区开运街开工胡同内，南街超市边,电话：0431-85943411,
吉林大药房药业股份有限公司春天花园连锁店,地址：吉林省长春市绿园区青年路与台北大街交汇处,电话：0431-85076319,
吉林大药房药业股份有限公司南京大街连锁店,地址：吉林省长春市宽城区南京大街与天津路交汇处,电话：无,
吉林大药房药业股份有限公司锦西路连锁店,地址：吉林省长春市绿园区锦西路与春城大街交汇处,电话：无,
吉林大药房药业股份有限公司风华新苑连锁店,地址：吉林省长春市绿园区青萍路,电话：0431-81912679,
吉林大药房药业股份有限公司铁西街连锁店,地址：吉林省长春市绿园区铁西街58号,电话：0431-85075132,
吉林大药房药业股份有限公司东广场连锁店,地址：吉林省长春市宽城区黄河路与亚泰大街交汇,电话：0431-85075110,
吉林大药房药业股份有限公司西安桥连锁店,地址：吉林省长春市朝阳区西安大路与建设街交汇处,电话：0431-85075159,
吉林大药房药业股份有限公司民丰街连锁店,地址：吉林省长春市二道区东盛大街与岭东路交汇处,电话：0431-87058453,
吉林大药房药业股份有限公司珠江路连锁店,地址：吉林省长春市宽城区珠江路318号,电话：0431-81912516,
吉林大药房药业股份有限公司万龙名城连锁店,地址：吉林省长春市二道区吉林大路与和顺街交汇处,电话：无,
吉林大药房药业股份有限公司吉林大路连锁店,地址：吉林省长春市二道区吉林大路1881号,电话：0431-85075092,
吉林大药房药业股份有限公司天富家园连锁店,地址：吉林省长春市二道区公平路与东盛大街交汇处,电话：0431-85075093,
吉林大药房药业股份有限公司荣光路连锁店,地址：吉林省长春市二道区二道区滨河东区714栋,电话：0431-85075088,
吉林大药房药业股份有限公司太和街连锁店,地址：吉林省长春市二道区东荣大路与太和街交汇处,电话：0431-81912636,
吉林大药房药业股份有限公司品格连锁店,地址：吉林省长春市二道区和顺三条与岭东路交汇处,电话：0431-85075096,
吉林大药房药业股份有限公司劳动公园连锁店,地址：吉林省长春市二道区岭东路489号,电话：0431-85075080,
吉林大药房药业股份有限公司鲁辉国际连锁店,地址：吉林省长春市二道区远达大街与同康路交汇处,电话：0431-85076620,
吉林大药房药业股份有限公司和顺街连锁店,地址：吉林省长春市二道区和顺街与阜丰路交汇处,电话：0431-85075085,
吉林大药房药业股份有限公司东五马路连锁店,地址：吉林省长春市南关区东五马路与亚泰大街交汇处,电话：0431-85075356,
吉林大药房药业股份有限公司阜丰路连锁店,地址：吉林省长春市二道二道区柴油机宿舍,电话：0431-81912527,
吉林大药房药业股份有限公司高格蓝湾连锁店,地址：吉林省长春市二道区吉林大路于临河街交汇处,电话：0431-81912676,
吉林大药房药业股份有限公司吉盛小区连锁店,地址：吉林省长春市二道区东盛大街与安乐路交汇,电话：0431-84976022,
吉林大药房药业股份有限公司五马路连锁店,地址：吉林省长春市南关区五马路与大经路交汇处,电话：0431-85075897,
吉林大药房药业股份有限公司二三小区连锁店,地址：吉林省长春市南关区四道街与大马路交汇处,电话：0431-85076365,
吉林大药房药业股份有限公司水景阁连锁店,地址：吉林省长春市二道区二道区惠公路虹桥水景阁4\/7\/8\/10栋5单元113号,电话：0431-81912609,
吉林大药房药业股份有限公司中环小区连锁店,地址：吉林省长春市南关区亚泰大街与东三马路交汇处,电话：0431-85075951,
吉林大药房药业股份有限公司大马路连锁店,地址：吉林省长春市南关区大马路与三道街交汇处,电话：0431-85076623,
吉林大药房药业股份有限公司惠公路连锁店,地址：吉林省长春市南关区东天街1号,电话：0431-85075131,
吉林大药房药业股份有限公司陕西路连锁店,地址：吉林省长春市宽城区陕西路3号楼1区门市,电话：0431-85075953,
吉林大药房药业股份有限公司永春路连锁店,地址：吉林省长春市南关区永春路与西五马路交汇处,电话：0431-85075920,
吉林大药房药业股份有限公司东天街连锁店,地址：吉林省长春市南关区东天街与桃源路交汇处,电话：0431-85075130,
吉林大药房药业股份有限公司东大桥连锁店,地址：吉林省长春市南关区南关区长通路125号,电话：0431-85075121,
吉林大药房药业股份有限公司四马路连锁店,地址：吉林省长春市南关区大经路47号,电话：0431-85000000,
吉林大药房药业股份有限公司四道街连锁店,地址：吉林省长春市南关区大经路与西四道街交汇处,电话：0431-85075943,
吉林大药房药业股份有限公司欧亚卖场连锁店,地址：吉林省长春市朝阳区欧亚卖场12号,电话：0431-85685459,
吉林大药房药业股份有限公司汽四区连锁店,地址：吉林省长春市汽车产业开发区安庆路与支农大街交汇处,电话：无,
吉林大药房药业股份有限公司格林春天连锁店,地址：吉林省长春市汽车产业开发区长沈公路与兴顺路交汇处,电话：无,
吉林大药房药业股份有限公司佳园路连锁店,地址：吉林省长春市高新区高新区佳园路怡众名城5栋103,电话：0431-85076359,
吉林大药房药业股份有限公司一汽家园连锁店,地址：吉林省长春市汽车产业开发区支农大街与双峰东路交汇处,电话：0431-85075938,
吉林大药房药业股份有限公司兴顺花园连锁店,地址：吉林省长春市汽车厂区兴顺路1111号,电话：0431-81912657,
吉林大药房药业股份有限公司咖啡小镇连锁店,地址：吉林省长春市高新区飞跃路与光谷大街交汇咖啡小镇66-67公建120号,电话：0431-81912535,
吉林大药房药业股份有限公司车城名仕连锁店,地址：吉林省长春市汽车厂区四联大街与西环城路交汇处,电话：0431-85075929,
吉林大药房药业股份有限公司三佳新村连锁店,地址：吉林省长春市高新开发区硅谷大街和佳园路交汇,电话：无,
吉林大药房药业股份有限公司解放花园连锁店,地址：吉林省长春市绿园区绿园区解放花园小区94号门市,电话：0431-85075940,
吉林大药房药业股份有限公司汽三区连锁店,地址：吉林省长春市汽车厂区杨柳大街与飞越路交汇处,电话：0431-85075925,
吉林大药房药业股份有限公司自强街连锁店,地址：吉林省长春市南关区平治街34号,电话：0431-85075949,
吉林大药房药业股份有限公司金色欧城连锁店,地址：吉林省长春市汽车厂双丰东路金色欧城C区,电话：无,
吉林大药房药业股份有限公司芙蓉路连锁店,地址：吉林省长春市宽城区长春市宽城区西三条757号,电话：0431-85075900,
吉林大药房药业股份有限公司亚泰金育连锁店,地址：吉林省长春市南关区吉林亚泰富苑购物中心有限公司人民广场分公司富苑金育,电话：无,
吉林大药房药业股份有限公司崇智路连锁店,地址：吉林省长春市朝阳区重庆路沃尔玛超市1楼,电话：0431-85075153,
吉林大药房药业股份有限公司文化胡同连锁店,地址：吉林省长春市朝阳区文化胡同12号,电话：0431-85075916,
吉林大药房药业股份有限公司百菊连锁店,地址：吉林省长春市朝阳区建设街与白菊路交汇处,电话：0431-85075898,
吉林大药房药业股份有限公司三道街连连锁店,地址：吉林省长春市南关区西三道街与大经路交汇460号,电话：0431-85076369,
吉林大药房药业股份有限公司亚泰富苑连锁店,地址：吉林省长春市南关区长春市南关区重庆路618号,电话：0431-81912633,
吉林大药房药业股份有限公司二院连锁店,地址：吉林省长春市南关区吉大二院对面,电话：0431-85075887,
吉林大药房药业股份有限公司民康路连锁店,地址：吉林省长春市南关区民康路老东海大酒店,电话：0431-81912590,
吉林大药房药业股份有限公司建和街连锁店,地址：吉林省长春市朝阳区建和街136号,电话：0431-81912683,
吉林大药房药业股份有限公司圈楼连锁店,地址：吉林省长春市南关区近阜街重庆胡同36号,电话：0431-85075896,
吉林大药房药业股份有限公司人民大街连锁店,地址：吉林省长春市南关区人民大街天天手机楼下2076号,电话：0431-85075907,
吉林大药房药业股份有限公司湖西路连锁店,地址：吉林省长春市朝阳区湖西路与进化街交汇处,电话：0431-85076010,
吉林大药房药业股份有限公司西四道街连锁店,地址：吉林省长春市南关区西四道街与民康路交汇处,电话：无,
吉林大药房药业股份有限公司西朝阳连锁店,地址：吉林省长春市朝阳区朝阳市场工程3-1厅,电话：0431-85075055,
吉林大药房药业股份有限公司长影连锁店,地址：吉林省长春市朝阳区红旗街与湖西路交汇处,电话：0431-85076357,
吉林大药房药业股份有限公司开运街连锁店,地址：吉林省长春市朝阳区开运街开运小区2号楼,电话：0431-85075061,
吉林大药房药业股份有限公司盛世名城连锁店,地址：吉林省长春市绿园区普阳街与景阳大路交汇处交通指挥中心后侧,电话：无,
吉林大药房药业股份有限公司富锦路连锁店,地址：吉林省长春市朝阳区红旗街与和光胡同交汇处,电话：0431-85075057,
吉林大药房药业股份有限公司德昌路连锁店,地址：吉林省长春市朝阳区红旗街德昌路25号,电话：0431-81912558,
吉林大药房药业股份有限公司红旗商城连锁店,地址：吉林省长春市朝阳区红旗街与和光路交汇处,电话：无,
吉林大药房药业股份有限公司宽平大路连锁店,地址：吉林省长春市朝阳区宽平大路与红旗街交汇处,电话：0431-85076627,
吉林大药房药业股份有限公司时代连锁店,地址：吉林省长春市朝阳区红旗街德昌路2号楼,电话：0431-85075065,
吉林大药房药业股份有限公司昌平街连锁店,地址：吉林省长春市朝阳区西中华路与昌平街交汇处,电话：0431-85075071,
吉林大药房药业股份有限公司工农大路连锁店,地址：吉林省长春市朝阳区工农大路与富锦路交汇处,电话：0431-85075880,
吉林大药房药业股份有限公司正阳街连锁店,地址：吉林省长春市绿园区普阳街与正阳街交汇,电话：0431-85075991,
吉林大药房药业股份有限公司文化广场连锁店,地址：吉林省长春市朝阳区解放大路127-3号,电话：0431-88580201,
