四川好仁堂惠民药店 ,地址：四川省攀枝花市米易县桥东街45,电话：0812-8175469,
四川太极大药房连锁有限公司广元开云药店,地址：四川省广元市利州区南河办事处蜀门南路开云世家二期2幢61-63号 ,电话：0839-3567000 ,
四川太极大药房连锁有限公司广元育才路药店,地址：四川省广元市利州区东坝育才路世纪景苑1幢12号 ,电话：0839-3350538 ,
四川太极大药房连锁有限公司广元中心店,地址：四川省广元市利州区南河郑州路西段455号 ,电话：0839-3562243 ,
德阳大中太极大药房连锁有限公司连锁器械店,地址：四川省德阳市中立正大街3栋1单元泰山北路81号建华药店 ,电话：0838-2223675 ,
德阳大中太极大药房连锁有限公司连锁25店,地址：四川省德阳市东湖街东湖丽景办公楼对面宜家宣旁边太极大药房 ,电话：0838-2531338 ,
德阳大中太极大药房连锁有限公司连锁32店,地址：四川省德阳市舟山街鼎虹嘉苑3期C区10栋(鼎虹嘉苑D栋11-14号) ,电话：0838-2366312 ,
德阳大中太极大药房连锁有限公司连锁22店,地址：四川省德阳市天上北路616号,电话：0838-2519885 ,
德阳大中太极大药房连锁有限公司连锁30店,地址：四川省德阳市天元镇天虹路4号(25号) ,电话：0838-2850781 ,
德阳大中太极大药房连锁有限公司连锁17店,地址：四川省德阳市旌阳区凯江路一段33号25号 ,电话：0838-2310551 ,
德阳大中太极大药房连锁有限公司连锁15店,地址：四川德阳市旌阳区绵远街二段20号门面(太极大药房) ,电话：0838-2307363 ,
德阳大中太极大药房连锁有限公司连锁29店,地址：四川省德阳市绵竹市南京大道277号 ,电话：0838-6105068 ,
太极大药房一环路南一段药店,地址：四川省成都市锦江区一环路南一段1号附16-17号,电话：028-86007302,
德阳大中太极大药房连锁有限公司连锁11店,地址：四川省德阳市旌阳区岷江东路二段53号汇乐月亮湾A区10楼长福苑1栋101号),电话：0838-2507334 ,
德阳大中太极大药房连锁有限公司连锁28店,地址：四川省德阳市翠湖街翠湖南苑1单元FTTB(13-14号商铺水果市场旁) ,电话：0838-2919411 ,
太极大药房观音桥街药店,地址：四川省成都市锦江区观音桥94-98号,电话：028-86007302,
太极大药房政通东路店,地址：四川省成都市锦江区政通东路1203-1207号,电话：028-86007302,
德阳大中太极大药房连锁有限公司连锁27店,地址：四川省德阳市天山南路三段乐福西苑10号楼1单元FTTB(A),电话：0838-2919445 ,
德阳大中太极大药房连锁有限公司连锁9店,地址：四川省德阳市泰北局东鑫小区2岷山路口东鑫工矿大楼底楼华源药店 ,电话：0838-2224865 ,
太极大药房锦江区水杉街药店,地址：四川省成都市锦江区水杉街521号,电话：028-86007302,
德阳大中太极大药房连锁有限公司连锁8店,地址：四川省德阳市罗江县万安南路315号 ,电话：0838-3906916 ,
太极大药房滨江东路药店,地址：四川省成都市锦江区青莲上街1号附4号,电话：028-86007302,
德阳大中太极大药房连锁有限公司连锁7店,地址：四川省德阳市旌阳区珠江西路356号,电话：0838-2362797 ,
太极大药房聚安大药房店,地址：四川省成都市锦江区宏济上路136号聚安大药房,电话：028-86038587,
德阳大中太极大药房连锁有限公司连锁6店,地址：四川省德阳市城区乡工农村5组(工农村云峰山路青年城29号1-4门面) ,电话：0838-2653830 ,
德阳大中太极大药房连锁有限公司连锁1店,地址：四川省德阳市旌阳区泰山北路一段泰山北局FTTB(建行宿舍1栋1单元167号) ,电话：0838-2209868 ,
太极大药房惠王陵东路店,地址：四川省成都市锦江区惠王陵东路166号,电话：028-86007302,
四川德阳太极大药房连锁有限责任公司连锁98店,地址：四川省德阳市中江县凯江镇伍城南路68、70、72号 ,电话：0838-7209487 ,
四川德阳太极大药房连锁有限责任公司惠民帮扶中心药房,地址：四川省德阳市旌阳区旌阳区青山巷云山路39号 ,电话：0838-2207625 ,
四川德阳太极大药房连锁有限责任公司连锁108店,地址：四川省德阳市旌阳区玉泉路和屏山街交汇处 ,电话：0838-2519678 ,
四川德阳太极大药房连锁有限责任公司连锁52店,地址：四川省德阳市区华山北路352号、华瑞园1号楼1-1 ,电话：0838-2824496 ,
德阳大中太极大药房连锁有限公司连锁5店,地址：四川省德阳市旌阳区天山北路国税局老宿舍FTTB ,电话：0838-2531730 ,
太极大药房红星路店,地址：四川省成都市锦江区红星路一段35号,电话：028-86038587,
太极大药房万科城市花园店,地址：四川省成都市锦江区静安路1号万科城市花园99-1-111号,电话：028-86038587,
四川德阳太极大药房连锁有限责任公司连锁62店,地址：四川省德阳市旌阳区蒙山街翠竹苑C3栋14号 ,电话：0838-2370580 ,
四川德阳太极大药房连锁有限责任公司什邡通站路药店,地址：四川省德阳市什邡市方亭镇通站路147号（畜牧局旁） ,电话：0838-8263070 ,
德阳大中太极大药房连锁有限公司连锁3店,地址：四川省德阳市中立正大街3栋1单元泰山北路81号建华药店 ,电话：0838-2207003 ,
太极大药房宏济新路店,地址：四川省成都市锦江区宏济新路142号,电话：028-86038587,
四川德阳太极大药房连锁有限责任公司连锁10店,地址：四川省德阳市旌阳区区南街（庆云街口） ,电话：0838-2205055 ,
四川德阳太极大药房连锁有限责任公司连锁82店,地址：四川省德阳市天元镇卫生院斜对面 ,电话：0838-2850800 ,
太极大药房锦辰店,地址：四川省成都市锦江区锦华路,电话：028-86007302,
四川德阳太极大药房连锁有限责任公司连锁26店,地址：四川省德阳市旌阳区西小区经济学校营业房3号 ,电话：0838-2203610 ,
四川德阳太极大药房连锁有限责任公司连锁80店,地址：四川省德阳市孝泉界牌街孝泉坊 ,电话：0838-3601128 ,
四川德阳太极大药房连锁有限责任公司连锁24店,地址：四川省德阳市什邡市方亭镇利民路96号 ,电话：0838-8230506 ,
德阳大中太极大药房连锁有限公司连锁2店,地址：四川省德阳市龙泉山南路一段德阳市审计局大楼5号门 ,电话：0838-2507301 ,
四川德阳太极大药房连锁有限责任公司连锁22店,地址：四川省德阳市旌阳区北街 ,电话：0838-2204670 ,
四川德阳太极大药房连锁有限责任公司连锁12店,地址：四川省德阳市旌阳区海正广场4.5.6号（102路口） ,电话：0838-2205056 ,
四川德阳太极大药房连锁有限责任公司连锁32店,地址：四川省德阳市旌阳区河东区长湖路176号1幢1-8号 ,电话：0838-2515615 ,
四川德阳太极大药房连锁有限责任公司连锁90店,地址：四川省德阳市什邡市方亭镇下鼓楼街鸿坤小区1号楼12、13号 ,电话：0838-8235157 ,
四川德阳太极大药房连锁有限责任公司连锁78店,地址：四川省德阳市旌阳区玉泉商业街148号 ,电话：0838-2565466 ,
太极大药房琉璃路店,地址：四川省成都市锦江区琉璃路514-516号,电话：028-86038587,
四川德阳太极大药房连锁有限责任公司连锁86店,地址：四川省德阳市旌阳区蒙山街与蒲江街交汇处 ,电话：0838-2370019 ,
太极大药房新良店,地址：四川省成都市锦江区上东大街53号北新良大酒店1楼,电话：028-86038587,
四川德阳太极大药房连锁有限责任公司连锁1店,地址：四川省德阳市旌阳区第四人民医院（中西医结合医院）旁 ,电话：0838-2519093 ,
四川德阳太极大药房连锁有限责任公司连锁30店,地址：四川省德阳市旌阳区岷江东路39号（皮肤医院旁） ,电话：0838-2505767 ,
四川德阳太极大药房连锁有限责任公司连锁16店,地址：四川省德阳市旌阳区岷江西路平安小区大门旁（凯旋国际斜对面） ,电话：0838-2302956 ,
四川德阳太极大药房连锁有限责任公司连锁84店,地址：四川省德阳市罗江慧觉镇北街慧鑫园B-1 ,电话：0838-3930928 ,
四川德阳太极大药房连锁有限责任公司连锁76店,地址：四川省德阳市旌阳区二重鼎虹市场前门 ,电话：0838-2364797 ,
四川德阳太极大药房连锁有限责任公司连锁2店,地址：四川省德阳市旌阳区福康苑营业房21、22号（市医院急诊科斜对面） ,电话：0838-2205486 ,
四川德阳太极大药房连锁有限责任公司连锁6店,地址：四川省德阳市旌阳区市区西街198号（西街口） ,电话：0838-2228023 ,
四川德阳太极大药房连锁有限责任公司连锁8店,地址：四川省德阳市旌阳区天山路3号（劳动大厦斜对面） ,电话：0838-2508097 ,
四川德阳太极大药房连锁有限责任公司惠民药房,地址：四川省德阳市旌阳区天山北路400号5-6,电话：0838-2561763 ,
四川德阳太极大药房连锁有限责任公司连锁4店,地址：四川省德阳市旌阳区荷花池街125号,电话：0838-2402852 ,
四川德阳太极大药房连锁有限责任公司连锁58店,地址：四川省德阳市旌阳区岷山路二段382-384号旌南小区 ,电话：0838-2691579 ,
四川德阳太极大药房连锁有限责任公司连锁18店,地址：四川省德阳市旌阳区市城南社区二医院旁 ,电话：0838-2236820 ,
四川德阳太极大药房连锁有限责任公司罗江惠民药房,地址：四川省德阳市罗江玉京名居B栋 ,电话：0838-3306015 ,
四川德阳太极大药房连锁有限责任公司连锁28店,地址：四川省德阳市孝泉镇德孝街 ,电话：0838-3602550 ,
四川德阳太极大药房连锁有限责任公司连锁38店,地址：四川省德阳市孝泉镇徳孝城广场 ,电话：0838-3601629 ,
四川德阳太极大药房连锁有限责任公司连锁56店,地址：四川省德阳市旌阳区工农村东升综合贸易市场门口 ,电话：0838-2604009 ,
四川德阳太极大药房连锁有限责任公司连锁34店,地址：四川省德阳市孝泉镇下场尾（原菜市） ,电话：0838-3601099 ,
四川德阳太极大药房连锁有限责任公司连锁36店,地址：四川省德阳市孝德镇孝安街中段 ,电话：0838-3602522 ,
四川德阳太极大药房连锁有限责任公司连锁42店,地址：四川省德阳市罗江新华书店旁 ,电话：0838-3207772 ,
绵阳太极大药房直营97店,地址：四川省绵阳市盐亭县北街176号附5号 ,电话：0816-7129229 ,
绵阳太极大药房北川连锁2店,地址：四川省绵阳市北川县安昌镇大南街12号 ,电话：0816-4228833 ,
绵阳太极大药房直营94店,地址：四川省绵阳市三台县新西外街（方兴.凤兴名苑） ,电话：0816-5288809 ,
绵阳太极大药房直营81店,地址：四川省绵阳市安县花荄新县城中心街 ,电话：0816-4330592 ,
绵阳太极大药房北川连锁1店,地址：四川省绵阳市北川县安昌镇大东街9号 ,电话：0816-4226880 ,
绵阳太极大药房直营92店,地址：四川省绵阳市三台县樟树路勇杰佳苑二期一幢13.14号 ,电话：0816-5347592 ,
绵阳太极大药房直营80店,地址：四川省绵阳市安县花荄镇广厦景园B区 ,电话：0816-4364029 ,
