大参林医药集团股份有限公司太平店,地址：广东省湛江市麻章区太平镇供销街11号 ,电话：0759-2866168 ,
江门天天邦健药店有限公司荷塘二分店,地址：广东省江门市蓬江区荷塘镇民兴路38号A座第A-005、A-006号铺 ,电话：0750-3707800 ,
广东本草药业连锁有限公司广州总店,地址：广东省广州市白云区三元里大道北1136-1140号,电话：020-86308795 ,
肇庆天天邦健医药连锁有限公司四会新风路店,地址：广东省肇庆市四会市城中区新风一巷17号首层 ,电话：0758-3396918 ,
广东本草药业连锁有限公司德政北分店,地址：广东省广州市越秀区德政北路502-504号 ,电话：020-83862715 ,
阳江邦健药店有限公司岗列店,地址：广东省阳江市江城区东门路67号商铺 ,电话：0662-2299798 ,
江门天天邦健药店有限公司华园东分店,地址：广东省江门市蓬江区华园东路45号 ,电话：0750-3560050 ,
佛山市顺德区柏康连锁药店有限公司勒流冲鹤分店,地址：广东省佛山市顺德区广珠路大良新溶路段金榜综合市场四楼1号 ,电话：0757-22216242 ,
肇庆天天邦健医药连锁有限公司阳江安宁分店,地址：广东省阳江市江城区安宁路416号 ,电话：0662-2662969 ,
肇庆天天邦健医药连锁有限公司广宁畔河店,地址：广东省肇庆市广宁县南街镇人民路畔河湾C区首层及夹层C1卡 ,电话：0758-8668991 ,
佛山市顺德区柏康连锁药店有限公司龙江东头分店,地址：广东省佛山市顺德区龙江镇东头村东头工商业大道之五东头市场斜对面， ,电话：0757-23229003 ,
云浮天天邦健医药连锁有限公司新城第六分公司,地址：广东省云浮市新兴县新城镇南街2号第5、6卡商铺 ,电话：0766-6966207 ,
云浮天天邦健医药连锁有限公司城中路二店,地址：广东省云浮市市区城中路5号首层 ,电话：0766-8492346 ,
肇庆天天邦健医药连锁有限公司信宜银湖店,地址：广东省茂名市信宜市锦湖花园开发区锦湖市场侧卢健屋一楼 ,电话：0668-8862120 ,
肇庆天天邦健医药连锁有限公司高要马安店,地址：广东省肇庆市高要市南岸马安镇马安大道30-31卡商部邦健医药（农业银行左侧） ,电话：0758-8311723 ,
肇庆天天邦健医药连锁有限公司容桂分店,地址：广东省佛山市顺德区容桂文星路19号文海花园首层7号 ,电话：0757-23277671 ,
肇庆天天邦健医药连锁有限公司大良第一分店,地址：广东省佛山市顺德区大良兴顺路嘉信城市广场二期E133号 ,电话：0757-22264821 ,
肇庆天天邦健医药连锁有限公司大良万致药店,地址：广东省佛山市顺德区大良碧溪路丽星名园二十号 ,电话：0757-22612090 ,
佛山市顺德区柏康连锁药店有限公司勒流众涌分店,地址：广东省佛山市顺德区勒流镇众涌南路众南路9号记铺 ,电话：0757-25558282 ,
佛山市禅城区天天邦健康苑药店,地址：广东省佛山市禅城区中国陶瓷城对面（金都酒店隔壁） ,电话：0757-82714980 ,
佛山市顺德区柏康连锁药店有限公司集北分店,地址：广东省佛山市顺德区龙江镇集北新村一路73号商铺 ,电话：0757-23392109 ,
肇庆天天邦健医药连锁有限公司建设三店,地址：广东省肇庆市端州区建设3路48-51号（中心市场路口） ,电话：0758-6920269 ,
佛山市禅城区天天邦健康华药店,地址：广东省佛山市禅城区燎原路华安市场内 ,电话：0757-82960260 ,
佛山市顺德区柏康连锁药店有限公司金榜分店,地址：广东省佛山市顺德区大良街道办事处金榜居委会河东市场 ,电话：0757-22226955 ,
肇庆天天邦健医药连锁有限公司信宜中兴店,地址：广东省茂名市信宜市信宜城区新里路3区14单元中心科学馆对面 ,电话：0668-8878727 ,
佛山市禅城区天天邦健富远药店,地址：广东省佛山市禅城区张槎大富莲大中路4号 ,电话：0757-82510050 ,
肇庆天天邦健医药连锁有限公司鼎湖沙浦店,地址：广东省肇庆市鼎湖区沙埔镇（邮局对面） ,电话：0758-2632022 ,
佛山市顺德区柏康连锁药店有限公司大良东苑分店,地址：广东省佛山市顺德区大良街道东建路29号 ,电话：0757-22210393 ,
佛山市禅城区天天邦健忠裕药店,地址：广东省佛山市禅城区中心路3号（中心市场对面) ,电话：0757-82712270 ,
肇庆天天邦健医药连锁有限公司信宜镇隆店,地址：广东省茂名市信宜市镇隆镇同心村荔枝根自然村商铺 ,电话：0668-8327609 ,
云城区星岩圣杰同济大药行,地址：广东省云浮市云城区星岩一路18号金安楼首层第六卡商铺 ,电话：0766-8492308 ,
肇庆天天邦健医药连锁有限公司怀集连麦店,地址：广东省肇庆市怀集县连麦镇大庙存圩镇经济合作社 ,电话：0758-5683966 ,
佛山市顺德区柏康连锁药店有限公司荷村分店,地址：广东省佛山市顺德区乐从荷村青龙大街1号铺 ,电话：0757-28916327 ,
佛山市禅城区天天邦健沁园药店,地址：广东省佛山市禅城区花园二街35号（花园市场隔壁） ,电话：0757-83355069 ,
肇庆天天邦健医药连锁有限公司封开南丰二店,地址：广东省肇庆市开封县南丰镇 ,电话：0758-6295280 ,
阳江邦健药店有限公司阳西织篢店,地址：广东省阳江市阳西县新城振昌5街4号 ,电话：0662-5526278 ,
佛山市顺德区柏康连锁药店有限公司乐从大罗分店,地址：广东省佛山市顺德区乐从大罗大道43号商铺 ,电话：0757-28109031 ,
佛山市禅城区天天邦健槎康药店,地址：广东省佛山市禅城区张楂路35号 ,电话：0757-82100171 ,
江门天天邦健药店有限公司荷塘店,地址：广东省江门市蓬江区荷塘镇民丰路1-101、1-102卡商铺 ,电话：0750-3708996 ,
肇庆天天邦健医药连锁有限公司鼎湖万福店,地址：广东省肇庆市鼎湖区坑口万福路国兴茗苑C-D幢12-13卡 ,电话：0758-2623869 ,
肇庆天天邦健医药连锁有限公司四会地豆店,地址：广东省肇庆市四会市地豆镇政府路6号首层东起1-3卡商铺 ,电话：0758-3756821 ,
佛山市禅城区天天邦健亲君药店,地址：广东省佛山市禅城区亲仁路东鄱综合楼2号铺 ,电话：0757-82960369 ,
云浮天天邦健医药连锁有限公司新平路店,地址：广东省云浮市云城区金山市场旁 ,电话：0766-8492372 ,
江门天天邦健药店有限公司开平南岛店开平南岛店,地址：广东省江门市开平市长沙区长清路12号首层108-110号 ,电话：0750-2368499 ,
佛山市禅城区天天邦健利生药店,地址：广东省佛山市禅城区石湾街道深村平东村新村一巷一号（城南市场附近） ,电话：0757-83876992 ,
云浮天天邦健医药连锁有限公司郁南城北店,地址：广东省云浮市郁南县都城镇城北五路都城市场边（A45号） ,电话：0766-8499377 ,
阳江邦健药店有限公司阳西塘口店,地址：广东省阳江市阳西县塘口镇塘南路7号之一012、013号商铺 ,电话：0662-5690889 ,
阳江邦健药店有限公司阳西阳东东润店,地址：广东省阳江市阳东县城合章路边东润小区F10、F11号 ,电话：0662-6613458 ,
佛山市禅城区天天邦健凤华药店,地址：广东省佛山市禅城区石湾镇凤凰路1号（南风古灶附近） ,电话：0757-82713920 ,
阳江邦健药店有限公司平冈店,地址：广东省阳江市江城区平冈镇兴平路西12号商住铺 ,电话：0662-3822132 ,
肇庆天天邦健医药连锁有限公司八一路店,地址：广东省肇庆市端州区端州六路23号裕景花园A、B、C、D栋一层 ,电话：0758-6920879 ,
肇庆天天邦健医药连锁有限公司沙墩店,地址：广东省肇庆市端州区蓓蕾路13号（中国电信楼下） ,电话：0758-6920103 ,
云浮天天邦健连锁有限公司翠石分店,地址：广东省云浮市云城区翠石路23号 ,电话：0766-8492307 ,
肇庆天天邦健医药连锁有限公司四会龙江店,地址：广东省肇庆市四会市城中区龙江路3号二座（首层2至5卡 ,电话：0758-3338919 ,
肇庆天天邦健医药连锁有限公司鼎湖水坑二店,地址：广东省肇庆市鼎湖区桂城水坑二管理区公路北侧 ,电话：0758-2696331 ,
肇庆天天邦健医药连锁有限公司店四会名汇店,地址：广东省肇庆四会市东城街道水闸路44号首层1-3卡商铺 ,电话：0758-3338912 ,
新兴县新城镇同济大药房,地址：广东省云浮市新兴县新城镇环城北路183号时代广场首层 ,电话：0766-6966201 ,
云城区圣杰同济大药行,地址：广东省云浮市云城区城基路90号 ,电话：0766-8606611 ,
肇庆天天邦健医药连锁有限公司中源名都店,地址：广东省肇庆市端州区东湖三路中源名都首层商铺J103 ,电话：0758-6912301 ,
罗定市圣杰同济大药房大新南路店,地址：广东省云浮市罗定市罗城镇大新南路2号首层第一卡 ,电话：0766-6937142 ,
广州参芝茸药业有限公司洛溪新城分店,地址：广东省广州市番禺区洛溪新城吉祥北苑北园上街2层自编5-6-7-8号,电话：02-84590151 ,
肇庆天天邦健医药连锁有限公司四会海伦城市广场店,地址：广东省肇庆四会市东城区清塘大道23座1号负一层B101号 ,电话：0758-3158355 ,
罗定市圣杰同济大药房人民南路店,地址：广东省云浮市罗定市罗城镇人民南路239号1楼C区 ,电话：0766-6937160 ,
广州参芝茸药业有限公司光明北路分店,地址：广东省广州市番禺区市桥光明北路104号 ,电话：020-31076191 ,
肇庆天天邦健医药连锁有限公司高要金鹏店,地址：广东省肇庆市高要县南岸金鹏广场首层08、09卡门面 ,电话：0758-8388219 ,
阳江邦健药店有限公司帮健医药,地址：广东省阳江市江城区东风二路7号（即英雷大夏10号商铺） ,电话：0662-3392889 ,
肇庆天天邦健医药连锁有限公司恒裕海湾店,地址：广东省肇庆市端州区岩前新村二区4号首层房屋（除楼梯间外） ,电话：0758-6920812 ,
云浮天天邦健医药连锁有限公司郁南千官店,地址：广东省云浮市千官镇城区人民路100号 ,电话：0766-7768355 ,
肇庆天天邦健医药连锁有限公司站北二店,地址：广东省肇庆市端州区站北路38号原采购站一楼商铺第一卡 ,电话：0758-2586061 ,
肇庆天天邦健医药连锁有限公司怀集马宁店,地址：广东省肇庆市怀集县马宁镇（原兽医站侧林兴省商铺） ,电话：0758-5462253 ,
肇庆天天邦健医药连锁有限公司景山岗二店,地址：广东省肇庆市端州区三路原景星楼首层东面起商铺4-6卡 ,电话：0758-6920811 ,
广州参芝茸药业有限公司西丽南路分店,地址：广东省广州市番禺区市桥西丽南路197-199号 ,电话：020-84536221 ,
江门天天邦健药店有限公司鹤山宅梧店,地址：广东省江门市鹤山市宅梧镇梧岗北路（计生办对面） ,电话：0750-8633225 ,
肇庆天天邦健医药连锁有限公司友谊店,地址：广东省肇庆市端州区古塔中路市就业训练中心大楼首层转角位五卡铺位 ,电话：0758-6622182 ,
江门天天邦健药店有限公司棠下分店,地址：广东省江门市蓬江区棠下大道4号商铺 ,电话：0750-3587183 ,
江门天天邦健药店有限公司鹤山市中东西分店,地址：广东省江门市鹤山市沙坪镇中东西水围村146号，第二、三卡 ,电话：0750-8991052 ,
肇庆天天邦健医药连锁有限公司高要南岸南兴店,地址：广东省肇庆市高要县南岸镇南兴二路22号首层商铺 ,电话：0758-8200177 ,
